Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2025-12-22 15:30:00+00:00,272.44000244140625,227.52999877929688,310.0,660.3342895507812,93.66500091552734,272.79998779296875,227.89999389648438,310.55999755859375,664.280029296875,93.97000122070312,271.510009765625,226.71499633789062,308.04998779296875,658.7000122070312,93.4000015258789,272.0299987792969,227.8300018310547,308.760009765625,663.8599853515625,93.6594009399414,2467910,2931769,1083590,1444846,2620637
2025-12-22 16:30:00+00:00,271.94000244140625,228.01499938964844,310.989990234375,659.0,93.4749984741211,272.510009765625,228.25990295410156,311.0799865722656,660.5900268554688,93.76000213623047,271.5199890136719,227.3300018310547,309.5600891113281,656.6500244140625,93.33200073242188,272.4200134277344,227.52999877929688,310.0199890136719,660.3400268554688,93.66999816894531,2114933,2184784,895444,1623557,1993650
2025-12-22 17:30:00+00:00,270.9399108886719,228.0,310.3800048828125,658.760009765625,93.26499938964844,272.1400146484375,228.25999450683594,311.0899963378906,660.6300048828125,93.53990173339844,270.739990234375,227.67999267578125,310.05499267578125,658.2050170898438,93.2300033569336,271.9200134277344,228.02999877929688,310.9700012207031,659.0900268554688,93.4749984741211,2226647,1425726,839796,600040,2295762
2025-12-22 18:30:00+00:00,270.864990234375,228.39500427246094,310.4100036621094,660.3250122070312,93.27999877929688,271.1400146484375,228.5500030517578,310.6199951171875,661.5999755859375,93.3499984741211,270.510009765625,227.94000244140625,309.9200134277344,658.5900268554688,92.91000366210938,270.93499755859375,227.9600067138672,310.3399963378906,658.75,93.26000213623047,1960079,1416247,536499,604072,2868238
2025-12-22 19:30:00+00:00,270.7200012207031,228.83999633789062,311.31500244140625,660.9786987304688,93.16999816894531,271.1099853515625,228.8975067138672,311.5,661.010009765625,93.33999633789062,270.7149963378906,228.22500610351562,310.4100036621094,657.4600219726562,93.04000091552734,270.8699951171875,228.39500427246094,310.4100036621094,660.3900146484375,93.27999877929688,1999793,1652885,647680,816058,1823912
2025-12-22 20:30:00+00:00,270.82000732421875,228.44000244140625,311.3399963378906,661.2999877929688,93.22000122070312,271.19989013671875,229.47999572753906,311.70001220703125,662.0999755859375,93.2699966430664,270.5050048828125,228.3300018310547,311.0899963378906,660.6799926757812,93.0,270.7149963378906,228.83999633789062,311.32000732421875,660.9849853515625,93.17500305175781,2599971,2861548,968648,812350,2640510
2025-12-23 14:30:00+00:00,270.8399963378906,230.11849975585938,313.68499755859375,662.5999755859375,93.15499877929688,271.92999267578125,232.16000366210938,316.17999267578125,665.1400146484375,93.80999755859375,269.55999755859375,228.72999572753906,310.8599853515625,658.25,92.7699966430664,270.0,229.05499267578125,311.75,660.0499877929688,93.36000061035156,5104762,6784389,2659909,1332160,4147602
2025-12-23 15:30:00+00:00,271.7814025878906,230.4600067138672,314.95989990234375,664.0750122070312,93.26499938964844,271.95001220703125,231.1699981689453,316.2149963378906,664.5999755859375,93.56999969482422,270.70001220703125,229.97999572753906,313.6400146484375,662.3300170898438,93.02999877929688,270.8399963378906,230.1199951171875,313.6499938964844,662.6699829101562,93.16000366210938,2241209,2389710,1553256,525635,1943115
2025-12-23 16:30:00+00:00,271.5299987792969,231.38999938964844,315.41241455078125,664.1799926757812,93.375,272.3111877441406,231.6999969482422,315.9800109863281,665.739990234375,93.45999908447266,271.4729919433594,230.460205078125,314.6449890136719,663.3281860351562,93.18000030517578,271.81500244140625,230.460205078125,314.9649963378906,664.219970703125,93.26499938964844,2086319,1907572,975490,610049,1498901
2025-12-23 17:30:00+00:00,271.70001220703125,231.53799438476562,315.57000732421875,664.234619140625,93.32499694824219,271.80999755859375,231.8300018310547,315.57000732421875,664.8499755859375,93.4000015258789,271.1099853515625,231.11000061035156,314.8399963378906,663.4099731445312,93.08999633789062,271.5400085449219,231.33999633789062,315.4100036621094,664.22998046875,93.37000274658203,1310733,1391950,776840,439998,1433067
2025-12-23 18:30:00+00:00,271.80999755859375,232.0,315.57501220703125,665.0900268554688,93.13899993896484,272.1199951171875,232.13999938964844,316.29998779296875,665.260009765625,93.375,271.5,231.47999572753906,315.3800048828125,663.7000122070312,93.0999984741211,271.70001220703125,231.53500366210938,315.5899963378906,664.2349853515625,93.31999969482422,1442128,1349927,620681,427006,1129877
2025-12-23 19:30:00+00:00,272.10699462890625,232.2100067138672,316.1610107421875,665.489990234375,93.19000244140625,272.44000244140625,232.44500732421875,316.2560119628906,666.0,93.33999633789062,271.760009765625,231.74000549316406,315.4200134277344,664.3800048828125,93.08000183105469,271.80999755859375,232.0,315.5899963378906,665.0999755859375,93.13500213623047,1857021,1825561,710700,488599,1488927
2025-12-23 20:30:00+00:00,272.239990234375,232.1199951171875,315.7099914550781,664.7000122070312,93.4800033569336,272.45001220703125,232.27999877929688,316.16461181640625,665.8800048828125,93.5,271.8399963378906,231.9199981689453,315.3999938964844,663.5,93.06500244140625,272.1000061035156,232.2100067138672,316.1600036621094,665.4400024414062,93.18499755859375,2287709,8218043,910979,736127,2515925
2025-12-24 14:30:00+00:00,274.03509521484375,232.10000610351562,314.0000915527344,665.152587890625,93.125,274.739990234375,232.4199981689453,315.5899963378906,667.2999877929688,93.30000305175781,273.0899963378906,231.3300018310547,313.32000732421875,662.5750122070312,92.66500091552734,273.25,232.0,315.0,662.8699951171875,93.18000030517578,4589623,2816480,1814702,939446,3550025
2025-12-24 15:30:00+00:00,274.85101318359375,232.5399932861328,314.989990234375,666.5150146484375,93.48500061035156,275.04998779296875,232.7100067138672,315.04998779296875,666.75,93.62999725341797,273.9100036621094,231.94000244140625,313.8399963378906,665.0,93.07009887695312,274.0400085449219,232.09500122070312,314.010009765625,665.2000122070312,93.125,2096233,1730779,744707,501463,1960432
2025-12-24 16:30:00+00:00,275.3599853515625,232.80999755859375,314.79998779296875,667.239990234375,93.45500183105469,275.42999267578125,232.9499969482422,315.4200134277344,667.75,93.62000274658203,274.8299865722656,232.47999572753906,314.6199951171875,665.9600219726562,93.38999938964844,274.8599853515625,232.5399932861328,315.010009765625,666.5800170898438,93.48989868164062,2055154,1280151,696021,554652,1309517
2025-12-26 14:30:00+00:00,274.8247985839844,232.14990234375,314.62078857421875,665.1400146484375,94.30500030517578,275.3699951171875,232.818603515625,316.5599060058594,668.8399047851562,94.43000030517578,274.05999755859375,231.17999267578125,313.7300109863281,664.8099975585938,93.2699966430664,274.385009765625,231.5,316.5,666.25,93.4749984741211,2899986,2808135,1485859,834578,3827524
2025-12-26 15:30:00+00:00,274.8800048828125,232.53500366210938,315.0799865722656,664.5150146484375,94.2300033569336,274.9800109863281,232.6699981689453,315.18499755859375,665.9099731445312,94.68499755859375,274.3699951171875,231.99000549316406,314.1000061035156,663.75,94.12999725341797,274.81500244140625,232.14999389648438,314.614990234375,665.1199951171875,94.30999755859375,1434883,1133230,652137,719925,2497383
2025-12-26 16:30:00+00:00,274.6400146484375,232.95840454101562,314.9599914550781,663.61962890625,94.02999877929688,274.93499755859375,232.99000549316406,315.30999755859375,664.7098999023438,94.40989685058594,274.4100036621094,232.22000122070312,314.7799987792969,662.6500244140625,94.0199966430664,274.8800048828125,232.5449981689453,315.0899963378906,664.5499877929688,94.2249984741211,1079100,923707,391917,475765,1393814
2025-12-26 17:30:00+00:00,274.5199890136719,232.46580505371094,315.0899963378906,662.1400146484375,94.16999816894531,274.6499938964844,232.9499969482422,315.19000244140625,663.7698974609375,94.41999816894531,274.2250061035156,232.3800048828125,314.590087890625,661.7000122070312,94.0199966430664,274.6300048828125,232.93499755859375,314.965087890625,663.655029296875,94.02999877929688,903247,1021968,320264,494468,1379850
2025-12-26 18:30:00+00:00,274.7601013183594,232.74000549316406,314.92999267578125,662.6514892578125,94.25499725341797,274.9849853515625,232.8280029296875,315.42999267578125,663.1500244140625,94.38999938964844,274.3800048828125,232.38999938964844,314.8700866699219,661.3800048828125,94.04000091552734,274.5249938964844,232.46499633789062,315.04998779296875,662.1300048828125,94.16500091552734,1447341,796947,386744,450997,1437112
2025-12-26 19:30:00+00:00,273.9800109863281,232.7949981689453,315.0199890136719,662.1444702148438,94.26000213623047,274.8299865722656,232.91769409179688,315.2900085449219,663.8499755859375,94.58000183105469,273.8700866699219,232.70159912109375,314.7349853515625,662.1400146484375,94.20999908447266,274.7650146484375,232.74000549316406,314.8800048828125,662.655029296875,94.26000213623047,1463547,855546,378808,442019,1365211
2025-12-26 20:30:00+00:00,273.25,232.5,314.9599914550781,663.2100219726562,94.45999908447266,273.989990234375,232.88499450683594,315.17999267578125,663.989990234375,94.55000305175781,272.8699951171875,232.42999267578125,314.7113037109375,662.1199951171875,94.1500015258789,273.9800109863281,232.8000030517578,314.9840087890625,662.1699829101562,94.2699966430664,2563251,1506664,608242,603502,1780153
